benchmark,optimizer,seed,result,time
hpnnet/cv_convex,spearmint,6,0.216153,7201.41247
hpnnet/cv_convex,spearmint,7,0.215755,7205.94025
hpnnet/cv_convex,spearmint,8,0.220153,7695.12553
hpnnet/cv_convex,spearmint,9,0.218233,7205.23615
hpnnet/cv_convex,spearmint,10,0.216782,7346.23781
hpnnet/cv_mrbi,mlrMBO-rf,1,0.521977,950.09088
hpnnet/cv_mrbi,mlrMBO-rf,2,0.506627,945.27387
hpnnet/cv_mrbi,mlrMBO-rf,3,0.492588,953.94272
hpnnet/cv_mrbi,mlrMBO-rf,4,0.568584,962.34727
hpnnet/cv_mrbi,mlrMBO-rf,5,0.538310,969.57638
hpnnet/cv_mrbi,mlrMBO-rf,6,0.522611,965.79917
hpnnet/cv_mrbi,mlrMBO-rf,7,0.496370,947.38400
hpnnet/cv_mrbi,mlrMBO-rf,8,0.508022,953.35796
hpnnet/cv_mrbi,mlrMBO-rf,9,0.554986,943.64442
hpnnet/cv_mrbi,mlrMBO-rf,10,0.535731,936.06314
hpnnet/cv_mrbi,smac,1,0.469805,237.06513
hpnnet/cv_mrbi,smac,2,0.475590,254.61818
hpnnet/cv_mrbi,smac,3,0.469380,250.85141
hpnnet/cv_mrbi,smac,4,0.483030,240.37263
hpnnet/cv_mrbi,smac,5,0.508685,251.27953
hpnnet/cv_mrbi,smac,6,0.474839,244.40814
hpnnet/cv_mrbi,smac,7,0.492153,246.61331
hpnnet/cv_mrbi,smac,8,0.491769,254.87424
hpnnet/cv_mrbi,smac,9,0.468801,231.57107
hpnnet/cv_mrbi,smac,10,0.470235,227.24685
hpnnet/cv_mrbi,tpe,1,0.497789,22.33567
hpnnet/cv_mrbi,tpe,2,0.483729,22.27426
hpnnet/cv_mrbi,tpe,3,0.519482,23.39224
hpnnet/cv_mrbi,tpe,4,0.558039,23.06965
hpnnet/cv_mrbi,tpe,5,0.519372,22.74132
hpnnet/cv_mrbi,tpe,6,0.494219,21.66401
hpnnet/cv_mrbi,tpe,7,0.496903,23.02112
hpnnet/cv_mrbi,tpe,8,0.518951,22.81917
hpnnet/cv_mrbi,tpe,9,0.546903,23.05801
hpnnet/cv_mrbi,tpe,10,0.514164,21.65863
hpnnet/cv_mrbi,spearmint,1,0.572064,6731.18984
hpnnet/cv_mrbi,spearmint,2,0.490828,6576.84906
hpnnet/cv_mrbi,spearmint,3,0.507178,6740.72867
hpnnet/cv_mrbi,spearmint,4,0.567342,6741.07488
hpnnet/cv_mrbi,spearmint,5,0.574039,6728.12972
hpnnet/cv_mrbi,spearmint,6,0.514411,7038.96741
hpnnet/cv_mrbi,spearmint,7,0.555299,7388.39064
hpnnet/cv_mrbi,spearmint,8,0.552447,7167.41290
hpnnet/cv_mrbi,spearmint,9,0.550131,4090.62134
hpnnet/cv_mrbi,spearmint,10,0.476318,7432.52481
hpnnet/nocv_mrbi,mlrMBO-rf,1,0.481718,3228.40612
hpnnet/nocv_mrbi,mlrMBO-rf,2,0.554650,3234.53973
hpnnet/nocv_mrbi,mlrMBO-rf,3,0.481633,3246.26642
hpnnet/nocv_mrbi,mlrMBO-rf,4,0.483385,3286.19537
hpnnet/nocv_mrbi,mlrMBO-rf,5,0.485903,3219.50997
hpnnet/nocv_mrbi,mlrMBO-rf,6,0.556486,3242.65513
hpnnet/nocv_mrbi,mlrMBO-rf,7,0.557569,3249.31037
hpnnet/nocv_mrbi,mlrMBO-rf,8,0.479403,3136.45599
hpnnet/nocv_mrbi,mlrMBO-rf,9,0.556606,2873.40209
hpnnet/nocv_mrbi,mlrMBO-rf,10,0.479199,2662.20978
hpnnet/nocv_mrbi,smac,1,0.528749,87.35092
hpnnet/nocv_mrbi,smac,2,0.486018,87.90654
hpnnet/nocv_mrbi,smac,3,0.480145,86.67083
hpnnet/nocv_mrbi,smac,4,0.488114,88.88330
hpnnet/nocv_mrbi,smac,5,0.500809,86.43434
hpnnet/nocv_mrbi,smac,6,0.517731,87.80491
hpnnet/nocv_mrbi,smac,7,0.494798,87.45896
hpnnet/nocv_mrbi,smac,8,0.555228,88.35780
hpnnet/nocv_mrbi,smac,9,0.499196,88.10607
hpnnet/nocv_mrbi,smac,10,0.492482,85.37320
hpnnet/nocv_mrbi,tpe,1,0.495981,50.24141
hpnnet/nocv_mrbi,tpe,2,0.490502,49.16661
hpnnet/nocv_mrbi,tpe,3,0.521228,51.29322
hpnnet/nocv_mrbi,tpe,4,0.498108,51.62780
hpnnet/nocv_mrbi,tpe,5,0.479280,50.47329
hpnnet/nocv_mrbi,tpe,6,0.497957,50.76097
hpnnet/nocv_mrbi,tpe,7,0.480965,50.44095
hpnnet/nocv_mrbi,tpe,8,0.504685,49.34609
hpnnet/nocv_mrbi,tpe,9,0.486231,49.80238
hpnnet/nocv_mrbi,tpe,10,0.486057,48.55021
hpnnet/nocv_mrbi,spearmint,1,0.548049,18118.29296
hpnnet/nocv_mrbi,spearmint,2,0.532553,17662.80030
hpnnet/nocv_mrbi,spearmint,3,0.545120,18538.62258
hpnnet/nocv_mrbi,spearmint,4,0.545780,12812.39093
hpnnet/nocv_mrbi,spearmint,5,0.550954,18302.19088
hpnnet/nocv_mrbi,spearmint,6,0.490441,15026.18660
hpnnet/nocv_mrbi,spearmint,7,0.499445,16395.54941
hpnnet/nocv_mrbi,spearmint,8,0.472484,18173.66576
hpnnet/nocv_mrbi,spearmint,9,0.470789,18040.55239
hpnnet/nocv_mrbi,spearmint,10,0.470445,18472.48712
hpnnet/nocv_convex,mlrMBO-rf,1,0.191494,3172.28540
hpnnet/nocv_convex,mlrMBO-rf,2,0.211048,3175.23799
hpnnet/nocv_convex,mlrMBO-rf,3,0.210605,3181.45960
hpnnet/nocv_convex,mlrMBO-rf,4,0.212252,3180.13924
hpnnet/nocv_convex,mlrMBO-rf,5,0.191314,3232.11279
hpnnet/nocv_convex,mlrMBO-rf,6,0.199673,3210.63720
hpnnet/nocv_convex,mlrMBO-rf,7,0.186321,3205.43038
hpnnet/nocv_convex,mlrMBO-rf,8,0.212609,3112.86602
hpnnet/nocv_convex,mlrMBO-rf,9,0.214678,2895.38713
hpnnet/nocv_convex,mlrMBO-rf,10,0.211645,2689.90577
hpnnet/nocv_convex,smac,1,0.214320,87.09617
hpnnet/nocv_convex,smac,2,0.195123,88.19438
hpnnet/nocv_convex,smac,3,0.208579,86.76402
hpnnet/nocv_convex,smac,4,0.211052,87.97125
hpnnet/nocv_convex,smac,5,0.204323,86.92567
hpnnet/nocv_convex,smac,6,0.215768,87.70060
hpnnet/nocv_convex,smac,7,0.215985,86.52711
hpnnet/nocv_convex,smac,8,0.206940,88.82001
hpnnet/nocv_convex,smac,9,0.216362,88.20041
hpnnet/nocv_convex,smac,10,0.217725,86.60284
hpnnet/nocv_convex,tpe,1,0.207352,52.57464
hpnnet/nocv_convex,tpe,2,0.209011,50.65650
hpnnet/nocv_convex,tpe,3,0.208001,52.65315
hpnnet/nocv_convex,tpe,4,0.210021,52.41029
hpnnet/nocv_convex,tpe,5,0.211986,51.04791
hpnnet/nocv_convex,tpe,6,0.209544,52.07761
hpnnet/nocv_convex,tpe,7,0.211617,50.62241
hpnnet/nocv_convex,tpe,8,0.209666,50.51736
hpnnet/nocv_convex,tpe,9,0.207249,50.56033
hpnnet/nocv_convex,tpe,10,0.191551,40.54080
hpnnet/nocv_convex,spearmint,1,0.205453,16551.68372
hpnnet/nocv_convex,spearmint,2,0.203280,18413.56504
hpnnet/nocv_convex,spearmint,3,0.202799,17397.93991
hpnnet/nocv_convex,spearmint,4,0.203459,16604.91533
hpnnet/nocv_convex,spearmint,5,0.427159,2089.38794
hpnnet/nocv_convex,spearmint,6,0.203353,17866.70768
hpnnet/nocv_convex,spearmint,7,0.202763,17949.92419
hpnnet/nocv_convex,spearmint,8,0.208652,18764.58665
hpnnet/nocv_convex,spearmint,9,0.205413,17317.81122
hpnnet/nocv_convex,spearmint,10,0.225180,1947.32944
